basesCatapult,basesDefence,basesFrontier,basesResource,battlesLost,battlesLostPvE,battlesLostPvP,battlesWon,battlesWonPvE,battlesWonPvP,castleLevel,deckSize,heroLevel,isVip,pointsConquest,pointsSupport,pointsWar,pointsWarHighest,powerCards,powerCity,powerHero,powerMap,powerMonsterSkill,powerQuests,powerResearch,powerTotal,powerTroop,purchasedGoldTotal,questsCompleted,sessionCount,session_events_total,session_events_avg,session_length_mins_total,session_length_mins_avg,avg_event_interval_avg,playerIsGuest,registeredEmail,playerInAlliance,totalBattles,FTUEIntroCompleted,FTUEOnRailsCompleted,FTUEDayOneReturnIntroCompleted,FTUEDayOneReturnCompleted,churnedWithin3Days
0,0,0,0,5,5,0,5,5,0,7,23,11.0,0,1,479.0,1488.0,1532.0,5714,18620,4750,100,250,4740,11000,46082,908,0,0,16,2017.0,144.07142857142858,121.60893333333334,8.686352380952382,0.12354500066335412,0,0,1,10,1,1,1,1,1
0,0,0,0,0,0,0,3,3,0,2,2,2.0,0,1,0.0,134.0,155.0,804,340,145,100,20,800,0,2346,137,0,0,1,363.0,363.0,7.445433333333333,7.445433333333333,0.020510835629017447,1,0,0,3,1,0,0,0,1
0,0,0,0,0,0,0,2,2,0,2,2,1.0,0,0,0.0,39.0,46.0,268,320,50,0,20,0,0,740,82,0,0,1,219.0,219.0,3.7358833333333332,3.7358833333333332,0.01705882800608828,1,0,0,2,1,0,0,0,1
0,0,0,0,0,0,0,6,6,0,4,16,3.0,0,2,0.0,463.0,535.0,2352,1307,299,200,170,1930,1300,8000,442,0,0,1,819.0,819.0,29.284166666666668,29.284166666666668,0.035756003256003255,1,0,0,6,1,1,0,0,1
0,0,0,0,10,10,0,32,32,0,8,33,13.0,1,16,406.0,2315692.0,2481284.0,13512,26880,7010,1400,570,7720,13200,92941,22649,0,0,5,3432.0,686.4,277.64200000000005,55.52840000000001,0.10847082243290859,0,1,1,42,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,1,2,1.0,0,0,0.0,0.0,0.0,268,0,50,0,20,0,0,338,0,0,0,1,77.0,77.0,1.2125833333333333,1.2125833333333333,0.015747835497835497,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,2,2.0,0,1,0.0,134.0,155.0,804,340,145,100,20,800,0,2346,137,0,0,1,408.0,408.0,7.611016666666667,7.611016666666667,0.018654452614379084,1,0,0,3,1,1,0,0,1
0,0,0,0,0,0,0,4,4,0,2,2,2.0,0,2,0.0,487.0,563.0,1340,340,145,200,20,1000,500,3737,192,0,0,2,478.0,239.0,6.760283333333334,3.380141666666667,0.027377852288984265,1,0,0,4,1,1,0,0,1
0,0,0,0,2,2,0,6,6,0,7,8,6.0,0,2,0.0,3872.0,4468.0,2780,9925,1220,200,90,2690,950,18735,880,0,0,4,1280.0,320.0,75.03768333333333,18.759420833333333,0.08930285001974911,0,0,0,8,1,1,1,1,1
0,0,0,0,0,0,0,3,3,0,2,2,2.0,0,1,0.0,86.0,100.0,804,340,145,100,20,800,0,2346,137,0,0,1,427.0,427.0,9.85365,9.85365,0.023076463700234192,1,0,0,3,1,1,0,0,1
0,0,0,0,0,0,0,3,3,0,2,12,2.0,0,1,0.0,129.0,149.0,1344,340,145,100,120,1000,500,3686,137,0,0,2,469.0,234.5,9.49665,4.748325,0.02593888416477702,1,0,0,3,1,1,0,0,0
0,0,0,3,9,9,0,40,40,0,9,38,13.0,0,42,216.0,91719.0,105830.0,14180,27092,7010,3400,480,8590,11650,84920,12518,0,0,11,2860.0,317.77777777777777,210.84561666666664,23.427290740740737,0.6808957691749009,0,0,1,49,1,1,0,0,0
0,0,0,0,1,1,0,3,3,0,2,22,3.0,1,1,0.0,206.0,238.0,1696,340,299,0,240,1970,1300,6115,270,0,0,1,596.0,596.0,27.77425,27.77425,0.04660109060402684,0,0,1,4,1,1,0,0,1
0,0,0,0,4,4,0,31,31,0,8,38,15.0,1,19,375.0,102527.0,109900.0,7832,22333,9821,1200,500,8050,19300,76901,7865,0,0,4,2749.0,549.8,245.20511666666667,49.041023333333335,0.10351168357422624,0,1,1,35,1,1,1,1,1
0,0,0,0,0,0,0,2,2,0,1,2,1.0,0,0,0.0,39.0,46.0,268,230,50,0,20,0,0,568,0,0,0,1,123.0,123.0,1.5449333333333333,1.5449333333333333,0.012560433604336042,1,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,2,2,0,2,2,1.0,0,0,0.0,39.0,46.0,268,320,50,0,20,0,0,740,82,0,0,1,223.0,223.0,3.7073,3.7073,0.016624663677130044,1,0,0,2,1,0,0,0,1
0,0,0,0,0,0,0,2,2,0,1,2,1.0,0,0,0.0,39.0,46.0,268,230,50,0,20,0,0,568,0,0,0,1,139.0,139.0,3.1007,3.1007,0.022307194244604315,1,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,12,2.0,0,1,0.0,86.0,100.0,1332,340,145,100,120,1030,500,3704,137,0,0,3,499.0,166.33333333333334,10.255583333333334,3.418527777777778,0.019504752508974797,1,0,0,3,1,1,0,0,1
0,0,0,0,3,3,0,29,29,0,6,15,11.0,1,7,48.0,11302.0,11800.0,7148,7192,4750,600,180,5330,10100,36290,990,0,0,5,1497.0,213.85714285714286,101.52416666666669,14.503452380952384,0.13330212109657064,0,0,1,32,1,1,1,1,1
0,0,0,0,0,0,0,2,2,0,2,2,1.0,0,0,0.0,39.0,44.0,268,320,50,0,20,0,0,740,82,0,0,1,218.0,218.0,2.252483333333333,2.252483333333333,0.01033249235474006,1,0,0,2,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0.0,0.0,0.0,0,0,50,0,0,0,0,50,0,0,0,1,39.0,39.0,0.5448333333333333,0.5448333333333333,0.013970085470085469,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,2,1.0,0,1,0.0,129.0,149.0,804,340,50,100,20,0,0,1451,137,0,0,1,310.0,310.0,3.3769666666666667,3.3769666666666667,0.010893440860215054,1,0,0,3,1,0,0,0,1
0,0,0,0,0,0,0,2,2,0,1,2,1.0,0,0,0.0,39.0,46.0,268,230,50,0,20,0,0,568,0,0,0,1,143.0,143.0,1.6979333333333333,1.6979333333333333,0.011873659673659673,1,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,2,1.0,0,1,0.0,134.0,155.0,804,340,50,100,20,0,0,1451,137,0,0,1,276.0,276.0,3.2419,3.2419,0.011746014492753622,1,0,0,3,1,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,2,1.0,0,1,0.0,129.0,149.0,804,340,50,100,20,0,0,1451,137,0,0,1,310.0,310.0,24.530533333333334,24.530533333333334,0.07913075268817205,1,0,0,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0.0,0.0,0.0,0,0,50,0,0,0,0,50,0,0,0,1,41.0,41.0,1.7532333333333334,1.7532333333333334,0.04276178861788618,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,6,6,0,6,3,2.0,0,1,0.0,321.0,371.0,1420,3910,145,100,30,820,0,6740,315,0,0,7,780.0,130.0,48.20028333333333,8.033380555555555,0.3568201194574558,0,1,1,6,1,1,1,1,1
0,0,0,0,0,0,0,3,3,0,2,2,1.0,0,1,0.0,134.0,155.0,804,340,50,100,20,0,0,1451,137,0,0,1,312.0,312.0,9.00915,9.00915,0.028875480769230768,1,0,0,3,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,2,1.0,0,0,0.0,0.0,0.0,268,0,50,0,20,0,0,338,0,0,0,1,77.0,77.0,20.369733333333333,20.369733333333333,0.26454199134199136,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,4,4,0,3,2,3.0,0,1,0.0,180.0,208.0,1072,610,299,100,20,910,0,3446,435,0,0,1,594.0,594.0,12.223766666666666,12.223766666666666,0.020578731762065094,0,0,0,4,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,2,1.0,0,0,0.0,0.0,0.0,268,0,50,0,20,0,0,338,0,0,0,2,101.0,50.5,3.97095,1.985475,0.06206843406593406,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,2,2.0,0,1,0.0,129.0,149.0,804,340,145,100,20,800,0,2346,137,0,0,4,494.0,123.5,20.415416666666665,5.103854166666666,0.11054680236761655,0,0,0,3,1,1,0,0,1
0,0,0,0,0,0,0,2,2,0,2,2,1.0,0,0,0.0,39.0,46.0,268,290,50,0,20,0,0,710,82,0,0,1,197.0,197.0,3.09495,3.09495,0.015710406091370557,1,0,0,2,1,0,0,0,1
0,0,0,0,0,0,0,2,2,0,2,2,1.0,0,0,0.0,39.0,46.0,268,340,50,0,20,0,0,760,82,0,0,2,297.0,148.5,9.174949999999999,4.5874749999999995,0.03080402508829619,1,0,0,2,1,0,0,0,1
0,0,0,0,0,0,0,9,9,0,9,29,9.0,0,4,0.0,2050.0,2127.0,4180,18901,2998,200,310,4550,0,33570,2431,0,75,7,56.0,14.0,5.769699999999999,1.4424249999999998,0.15109089506172838,0,0,1,9,1,1,1,1,0
0,0,0,0,1,1,0,3,3,0,2,22,2.0,0,1,0.0,134.0,155.0,1940,340,145,100,220,1530,500,4912,137,0,0,2,492.0,246.0,24.208183333333334,12.104091666666667,0.05535248263888889,1,0,0,4,1,1,0,0,1
0,0,0,0,0,0,0,4,4,0,6,12,3.0,0,1,0.0,180.0,208.0,1308,4046,299,0,120,1090,0,7000,137,0,42,4,640.0,160.0,26.96285,6.7407125,0.1559751173785392,0,1,1,4,1,1,1,1,0
0,3,1,3,9,9,0,26,26,0,9,43,12.0,0,29,0.0,249108.0,287433.0,11466,20442,5814,3100,460,6440,1700,53498,4076,0,0,9,2013.0,287.57142857142856,117.21618333333333,16.745169047619047,0.25260834573322516,0,1,1,35,1,1,1,1,0
0,0,0,0,0,0,0,5,5,0,9,22,9.0,0,1,46.0,1221.0,1320.0,2376,18531,2998,100,170,4250,0,29048,623,0,72,10,283.0,31.444444444444443,103.70575,11.52286111111111,1.5148320506438973,0,0,1,5,1,1,1,1,0
0,0,0,0,0,0,0,2,2,0,2,2,1.0,0,0,0.0,39.0,46.0,268,320,50,0,20,0,0,740,82,0,0,1,201.0,201.0,2.7178166666666668,2.7178166666666668,0.013521475953565506,1,0,0,2,1,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,12,2.0,0,1,0.0,110.0,127.0,1308,340,145,100,120,1000,500,3650,137,0,0,2,482.0,241.0,6.98665,3.493325,0.05600538738111807,1,0,0,3,1,1,0,0,1
0,0,0,0,0,0,0,3,3,0,2,12,2.0,0,1,0.0,134.0,155.0,1332,340,145,100,120,1000,500,3674,137,0,0,1,474.0,474.0,12.994433333333333,12.994433333333333,0.027414416315049227,1,0,0,3,1,1,0,0,1
0,0,0,0,0,0,0,4,4,0,2,32,3.0,0,1,0.0,180.0,208.0,2236,340,299,100,320,1770,1300,6635,270,0,0,5,693.0,99.0,109.49986666666668,15.642838095238096,0.7075798364891684,1,0,1,4,1,1,0,0,0
0,0,0,0,0,0,0,3,3,0,2,12,2.0,0,1,0.0,129.0,149.0,1296,360,145,100,120,800,0,2958,137,0,0,2,452.0,226.0,7.2595833333333335,3.6297916666666667,0.016661197475623953,0,0,1,3,1,1,0,0,1
0,0,0,0,0,0,0,1,1,0,1,2,1.0,0,0,0.0,0.0,0.0,268,0,50,0,20,0,0,420,82,0,0,1,107.0,107.0,1.4000166666666667,1.4000166666666667,0.013084267912772585,1,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0.0,0.0,0.0,0,0,50,0,0,0,0,50,0,0,0,1,32.0,32.0,0.4825833333333333,0.4825833333333333,0.015080729166666666,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2,2,0,1,2,1.0,0,0,0.0,39.0,46.0,268,230,50,0,20,0,0,650,82,0,0,1,159.0,159.0,1.9434833333333332,1.9434833333333332,0.012223165618448637,1,0,0,2,1,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,2,1.0,0,1,0.0,134.0,155.0,804,340,50,100,20,0,0,1451,137,0,0,1,316.0,316.0,3.7567,3.7567,0.011888291139240507,1,0,0,3,1,0,0,0,1
0,0,0,0,0,0,0,2,2,0,2,2,1.0,0,0,0.0,39.0,46.0,268,320,50,0,20,0,0,740,82,0,0,2,231.0,115.5,9.692483333333334,4.846241666666667,0.18598680555555558,1,0,0,2,1,0,0,0,1
0,0,0,0,0,0,0,2,2,0,1,2,1.0,0,0,0.0,39.0,46.0,268,230,50,0,20,0,0,568,0,0,0,1,124.0,124.0,3.4349666666666665,3.4349666666666665,0.027701344086021505,1,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,2,2,0,1,2,1.0,0,0,0.0,39.0,46.0,268,230,50,0,20,0,0,568,0,0,0,1,127.0,127.0,2.4700333333333333,2.4700333333333333,0.019449081364829396,1,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,32,2.0,0,1,0.0,134.0,155.0,1564,340,145,100,320,800,0,3494,225,0,0,1,523.0,523.0,46.1057,46.1057,0.08815621414913957,1,0,1,3,1,1,0,0,1
0,0,0,0,0,0,0,3,3,0,2,32,2.0,0,1,0.0,134.0,155.0,1616,340,145,100,320,800,0,3546,225,0,0,1,465.0,465.0,13.23025,13.23025,0.028452150537634408,1,0,1,3,1,1,0,0,0
0,0,0,0,0,0,0,3,3,0,2,42,2.0,0,1,0.0,134.0,155.0,2236,340,145,100,420,1000,500,4878,137,0,0,1,475.0,475.0,5.130083333333333,5.130083333333333,0.010800175438596491,1,0,1,3,1,1,0,0,1
0,0,0,0,0,0,0,3,3,0,2,2,2.0,0,1,0.0,134.0,155.0,804,340,145,100,20,800,0,2346,137,0,0,1,416.0,416.0,6.257533333333333,6.257533333333333,0.015042147435897435,1,0,1,3,1,1,0,0,1
0,0,0,0,0,0,0,3,3,0,2,35,2.0,0,1,0.0,134.0,155.0,1516,340,145,100,350,800,0,3361,110,0,17,1,396.0,396.0,13.421766666666667,13.421766666666667,0.03389335016835017,1,1,0,3,1,1,0,0,0
0,0,0,0,0,0,0,3,3,0,2,15,2.0,0,1,0.0,110.0,127.0,1464,340,145,100,150,800,0,3136,137,0,0,1,440.0,440.0,7.500283333333333,7.500283333333333,0.017046098484848483,0,0,1,3,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0.0,0.0,0.0,0,0,50,0,0,0,0,50,0,0,0,1,43.0,43.0,0.6003,0.6003,0.013960465116279068,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,2,1.0,0,0,0.0,0.0,0.0,268,0,50,0,20,0,0,338,0,0,0,1,77.0,77.0,2.010683333333333,2.010683333333333,0.02611277056277056,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,2,2,0,1,2,1.0,0,0,0.0,39.0,46.0,268,230,50,0,20,0,0,568,0,0,0,1,141.0,141.0,1.8783,1.8783,0.013321276595744681,1,0,0,2,0,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,2,1.0,0,1,0.0,129.0,149.0,536,340,50,100,20,0,0,1156,110,0,13,1,294.0,294.0,4.046233333333333,4.046233333333333,0.013762698412698412,1,0,0,3,1,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,24,2.0,0,1,0.0,110.0,127.0,1512,340,145,100,240,800,0,3274,137,0,0,1,422.0,422.0,5.548316666666667,5.548316666666667,0.013147669826224328,1,0,0,3,1,1,0,0,1
0,0,0,0,0,0,0,3,3,0,2,42,2.0,0,1,0.0,110.0,127.0,2220,340,145,100,420,1000,500,4862,137,0,0,1,478.0,478.0,7.1805666666666665,7.1805666666666665,0.0150221059972106,1,0,0,3,1,1,0,0,1
0,0,0,0,0,0,0,3,3,0,3,22,3.0,0,1,0.0,110.0,127.0,1836,560,299,100,220,1760,500,5500,225,0,0,1,621.0,621.0,38.79601666666667,38.79601666666667,0.062473456790123456,1,0,1,3,1,1,0,0,0
0,0,0,0,0,0,0,4,4,0,3,2,2.0,0,2,0.0,512.0,529.0,1340,1195,145,200,20,1000,0,4407,507,0,38,2,164.0,164.0,10.36685,10.36685,0.06321249999999999,0,0,0,4,1,1,1,0,1
0,0,0,0,0,0,0,3,3,0,2,2,1.0,0,1,0.0,134.0,155.0,536,340,50,100,20,0,0,1156,110,0,27,2,323.0,161.5,6.654283333333334,3.327141666666667,0.027710948924731183,1,0,0,3,1,0,0,0,1
0,0,0,0,0,0,0,3,3,0,2,12,2.0,0,1,0.0,129.0,149.0,1064,340,145,0,120,800,0,2579,110,0,18,12,14.0,4.666666666666667,14.554816666666667,4.8516055555555555,0.8254425925925926,1,1,0,3,1,1,0,0,0
0,0,0,0,0,0,0,3,3,0,2,12,2.0,0,1,0.0,110.0,127.0,1356,340,145,100,120,800,0,2998,137,0,0,4,450.0,112.5,11.194383333333333,2.798595833333333,0.1695421254110419,1,1,1,3,1,1,0,0,0
0,0,0,0,1,1,0,3,3,0,2,2,2.0,0,1,0.0,790.0,912.0,1608,385,145,100,20,800,0,3278,220,0,0,1,449.0,449.0,14.325916666666666,14.325916666666666,0.031906273199703045,0,0,0,4,1,1,0,0,1
0,0,0,0,0,0,0,3,3,0,2,12,2.0,0,1,0.0,86.0,100.0,1076,340,145,0,120,800,0,2591,110,0,17,3,8.0,8.0,0.70015,0.70015,0.08751875,1,0,0,3,1,1,0,0,1
0,0,0,0,0,0,0,3,3,0,2,15,2.0,0,1,43.0,134.0,155.0,1548,340,145,100,150,800,0,3220,137,0,0,1,436.0,436.0,9.635416666666666,9.635416666666666,0.022099579510703363,1,0,1,3,1,1,0,0,1
0,0,0,0,0,0,0,5,5,0,9,24,8.0,0,1,0.0,1124.0,1298.0,2516,18756,2298,100,170,3930,0,28512,742,0,0,3,1198.0,399.3333333333333,56.42081666666667,18.80693888888889,0.08789529092551983,0,1,1,5,1,1,1,1,0
0,0,0,0,1,1,0,4,4,0,2,2,2.0,0,1,0.0,1098.0,1184.0,1876,340,145,100,20,800,0,3686,405,0,0,5,548.0,137.0,42.792249999999996,10.698062499999999,1.896710386776662,0,0,0,5,1,1,0,0,1
0,0,0,0,0,0,0,2,2,0,2,2,1.0,0,0,0.0,39.0,46.0,268,320,50,0,20,0,0,740,82,0,0,1,216.0,216.0,2.97855,2.97855,0.013789583333333333,1,0,0,2,1,0,0,0,1
0,0,0,0,5,5,0,17,17,0,9,14,11.0,0,10,0.0,6779.0,7516.0,4954,21313,4750,900,150,5760,7050,47138,2261,0,113,14,40.0,40.0,4.72135,4.72135,0.11803375,0,0,1,22,1,1,1,1,0
0,1,0,2,60,59,1,132,131,1,8,52,17.0,0,41,0.0,11067086.0,11432156.0,30524,25044,13223,3000,920,12180,28270,170830,57669,0,264,48,553.0,36.86666666666667,84.06383333333333,5.6042555555555555,0.1603931522594908,0,0,1,192,1,1,1,1,0
1,3,1,4,46,46,0,85,84,1,9,36,15.0,1,37,0.0,2879898.0,2959070.0,29706,34934,9821,4400,670,10120,14050,120400,16699,0,199,20,268.0,89.33333333333333,45.49443333333333,15.164811111111112,0.2048760170317816,0,0,1,131,1,1,1,1,0
0,0,0,0,13,12,1,53,52,1,7,52,13.0,0,23,0.0,2542100.0,2748899.0,12198,16911,7010,1600,580,7800,19750,86162,20313,0,175,22,9.0,4.5,3.428916666666667,1.7144583333333334,0.60675,0,0,1,66,1,1,1,1,0
1,2,1,3,175,169,6,236,230,6,10,116,23.0,1,119,0.0,93819519.0,95265701.0,75614,54918,27329,5700,1420,22740,31530,344189,124938,0,370,98,1831.0,55.484848484848484,282.6444,8.564981818181819,0.3324980081155054,0,0,1,411,1,1,1,1,0
0,0,0,0,0,0,0,3,3,0,2,2,2.0,0,1,0.0,110.0,127.0,804,340,145,100,20,800,500,2846,137,0,0,1,437.0,437.0,6.304866666666666,6.304866666666666,0.014427612509534705,1,0,0,3,1,1,0,0,1
0,0,0,0,0,0,0,3,3,0,2,2,2.0,0,1,0.0,110.0,127.0,536,340,145,100,20,800,0,2051,110,0,13,9,458.0,65.42857142857143,50.709300000000006,7.244185714285715,1.2038398859703372,1,0,0,3,1,1,0,0,1
0,0,0,0,1,1,0,5,5,0,9,50,9.0,0,1,0.0,1430.0,1651.0,3264,18861,2998,100,500,4090,0,30263,450,0,80,6,58.0,58.0,8.708666666666666,8.708666666666666,0.1501494252873563,0,0,0,6,1,1,1,1,0
0,0,0,0,3,3,0,9,9,0,9,48,11.0,0,4,0.0,10376.0,10844.0,7874,21606,4750,100,520,5190,0,46586,6546,0,122,15,53.0,26.5,2.9192,1.4596,0.07450746187363835,0,0,1,12,1,1,1,1,0
0,1,0,1,67,67,0,128,128,0,8,71,17.0,1,46,0.0,17392890.0,17969096.0,28620,27995,13223,3000,950,11110,16900,145752,43954,0,289,58,1853.0,46.325,394.83863333333335,9.870965833333333,0.30336134755161637,0,1,1,195,1,1,1,1,0
0,0,1,4,23,23,0,260,260,0,12,149,26.0,1,161,0.0,46791757.0,46791757.0,71402,85553,36782,5200,1770,26600,54140,568967,287520,0,366,75,2207.0,84.88461538461539,369.8363666666666,14.224475641025638,0.2270162291413221,0,1,1,283,1,1,1,1,0
0,0,0,0,2,2,0,16,16,0,9,53,10.0,1,12,0.0,11832.0,12684.0,6124,18921,3813,800,530,5040,50,36133,855,0,98,5,12.0,6.0,8.421050000000001,4.2105250000000005,0.6726375,0,1,1,18,1,1,1,1,0
0,0,0,0,2,2,0,5,5,0,9,48,8.0,0,1,0.0,2269.0,2619.0,3312,18936,2298,100,500,3820,0,29416,450,0,75,18,122.0,30.5,7.772016666666667,1.9430041666666666,0.09631217642373556,0,1,1,7,1,1,1,1,0
0,0,0,0,0,0,0,8,8,0,9,37,10.0,1,2,0.0,2397.0,2766.0,2864,18271,3813,200,370,4720,50,30738,450,0,84,6,20.0,6.666666666666667,4.726466666666667,1.575488888888889,0.2227564814814815,0,1,0,8,1,1,1,1,0
0,0,0,0,5,5,0,23,23,0,9,70,14.0,1,20,0.0,244267.0,261721.0,9694,21159,8344,1100,710,9050,8550,68307,9700,0,140,5,70.0,35.0,8.632200000000001,4.3161000000000005,0.1060342403628118,0,1,1,28,1,1,1,1,0
0,0,0,0,78,78,0,38,38,0,8,22,13.0,1,20,0.0,97327.0,101735.0,20442,28908,7010,1700,330,7420,12750,80706,2146,0,160,8,779.0,77.9,118.62550000000002,11.862550000000002,0.1898673876200178,0,0,1,116,1,1,1,1,0
0,0,1,1,41,41,0,67,67,0,8,26,15.0,0,49,0.0,2625496.0,2747235.0,19098,31048,9821,2600,470,9440,16350,101391,12564,0,183,13,166.0,55.333333333333336,14.927916666666667,4.9759722222222225,0.10136986226808546,0,0,0,108,1,1,1,1,0
0,0,0,0,0,0,0,5,5,0,9,25,8.0,0,1,0.0,1197.0,1293.0,2608,18301,2298,100,250,3840,0,27950,553,0,69,3,35.0,11.666666666666666,26.644983333333332,8.88166111111111,0.7361813323278028,0,0,1,5,1,1,1,1,0
0,0,0,0,3,3,0,21,21,0,9,55,12.0,0,9,0.0,39712.0,41181.0,5400,20296,5814,800,610,6260,150,40120,790,0,109,5,90.0,11.25,58.40336666666667,7.300420833333334,1.0672285850694445,0,0,1,24,1,1,1,1,0
0,0,0,0,0,0,0,2,2,0,1,2,1.0,0,0,0.0,39.0,46.0,268,230,50,0,20,0,0,650,82,0,0,2,1181.0,295.25,88.65016666666666,22.162541666666666,0.08396171907284986,1,0,0,2,1,0,0,0,0
0,0,0,0,53,51,2,108,106,2,7,35,15.0,0,65,0.0,5478947.0,5668744.0,21406,19508,9821,3000,550,9540,16600,124544,44119,0,218,15,311.0,77.75,34.64126666666667,8.660316666666667,0.1542774019885885,0,0,1,161,1,1,1,1,0
0,0,0,0,7,7,0,26,26,0,5,15,10.0,0,27,0.0,48862.0,48862.0,8178,4085,3813,1900,200,3790,9550,37941,6425,0,109,12,99.0,33.0,25.934066666666666,8.644688888888888,0.2956658351139601,0,0,0,33,1,1,1,0,0
1,3,1,3,68,68,0,142,142,0,9,48,16.0,1,48,0.0,12888956.0,12888956.0,44836,32816,11446,4700,630,10960,13950,160633,41295,0,209,20,2013.0,67.1,444.51496666666674,14.817165555555558,0.2291757157024244,0,0,1,210,1,1,1,1,0
0,0,0,0,4,4,0,19,19,0,9,46,13.0,1,9,0.0,48873.0,54625.0,13454,24464,7010,800,530,7140,11950,78841,13493,0,131,10,148.0,49.333333333333336,23.568683333333336,7.856227777777779,0.18301051143240687,0,1,1,23,1,1,1,1,0
